"BEGIN_YEARMONTH","BEGIN_DAY","BEGIN_TIME","END_YEARMONTH","END_DAY","END_TIME","STATE","STATE_FIPS","YEAR","MONTH_NAME","EVENT_TYPE","CZ_TYPE","CZ_FIPS","CZ_NAME","WFO","BEGIN_DATE_TIME","CZ_TIMEZONE","END_DATE_TIME","INJURIES_DIRECT","INJURIES_INDIRECT","DEATHS_DIRECT","DEATHS_INDIRECT","DAMAGE_PROPERTY","DAMAGE_CROPS","SOURCE","MAGNITUDE","MAGNITUDE_TYPE","FLOOD_CAUSE","TOR_F_SCALE","TOR_LENGTH","TOR_WIDTH","BEGIN_RANGE","BEGIN_LOCATION","END_RANGE","END_LOCATION","BEGIN_LAT","BEGIN_LON","END_LAT","END_LON","DURATION","INJURE_DEATH","Total_damage"
201703,6,1858,201703,6,1904,"IOWA",19,2017,"March","Tornado","C",83,"HARDIN","DMX","06-MAR-17 18:58:00","CST-6","06-MAR-17 19:04:00",0,0,0,0,25000,0,"Emergency Manager",NA,"","","EF1",6.32,300,3,"GARDEN CITY",2,"PT PLEASANT",42.2472,-93.3327,42.298,-93.2299,6,0,25
201703,6,1919,201703,6,1924,"IOWA",19,2017,"March","Tornado","C",181,"WARREN","DMX","06-MAR-17 19:19:00","CST-6","06-MAR-17 19:24:00",0,0,0,0,80000,0,"Emergency Manager",NA,"","","EF1",4.83,100,3,"LIBERTY CENTER",2,"MILO",41.2409,-93.4915,41.2747,-93.41,5,0,80
201703,6,1929,201703,6,1934,"IOWA",19,2017,"March","Tornado","C",125,"MARION","DMX","06-MAR-17 19:29:00","CST-6","06-MAR-17 19:34:00",0,0,0,0,50000,0,"NWS Storm Survey",NA,"","","EF1",5.33,120,2,"NEPAS",3,"DONNELLY",41.2765,-93.291,41.331,-93.2182,5,0,50
201703,6,1935,201703,6,1942,"IOWA",19,2017,"March","Tornado","C",125,"MARION","DMX","06-MAR-17 19:35:00","CST-6","06-MAR-17 19:42:00",0,0,0,0,20000,0,"NWS Storm Survey",NA,"","","EF1",6.76,80,2,"DONNELLY",1,"LAKE RED ROCK",41.3469,-93.2,41.397,-93.0881,7,0,20
201703,6,1947,201703,6,1952,"IOWA",19,2017,"March","Tornado","C",125,"MARION","DMX","06-MAR-17 19:47:00","CST-6","06-MAR-17 19:52:00",0,0,0,0,25000,0,"NWS Storm Survey",NA,"","","EF0",5.45,65,2,"OTLEY",6,"PELLA",41.4611,-92.9974,41.4976,-92.9041,5,0,25
201703,6,2016,201703,6,2022,"IOWA",19,2017,"March","Tornado","C",185,"WAYNE","DMX","06-MAR-17 20:16:00","CST-6","06-MAR-17 20:22:00",0,0,0,0,2000000,0,"NWS Storm Survey",NA,"","","EF2",7.68,250,5,"GENOA",1,"SEYMOUR",40.6174,-93.2085,40.6898,-93.0973,6,0,2000
201703,6,2022,201703,6,2029,"IOWA",19,2017,"March","Tornado","C",7,"APPANOOSE","DMX","06-MAR-17 20:22:00","CST-6","06-MAR-17 20:29:00",0,0,0,0,20000,0,"NWS Storm Survey",NA,"","","EF1",7.24,180,5,"JEROME",2,"GARFIELD",40.6898,-93.0973,40.7491,-92.9833,7,0,20
201703,6,2030,201703,6,2037,"IOWA",19,2017,"March","Tornado","C",7,"APPANOOSE","DMX","06-MAR-17 20:30:00","CST-6","06-MAR-17 20:37:00",0,0,0,0,40000,0,"Emergency Manager",NA,"","","EF1",8.01,60,1,"CINCINNATI",2,"SEDAN",40.6322,-92.9041,40.698,-92.7783,7,0,40
201703,6,2033,201703,6,2042,"IOWA",19,2017,"March","Tornado","C",7,"APPANOOSE","DMX","06-MAR-17 20:33:00","CST-6","06-MAR-17 20:42:00",0,0,0,0,750000,0,"NWS Storm Survey",NA,"","","EF2",9.66,90,1,"CENTERVILLE ARPT",2,"UDELL",40.6891,-92.876,40.7576,-92.7152,9,0,750
201703,6,2046,201703,6,2050,"WISCONSIN",55,2017,"March","Tornado","C",63,"LA CROSSE","ARX","06-MAR-17 20:46:00","CST-6","06-MAR-17 20:50:00",0,0,0,0,290000,0,"NWS Storm Survey",NA,"","","EF1",2.6,200,1,"WEST SALEM ARPT",1,"WEST SALEM",43.8564,-91.1172,43.8809,-91.0777,4,0,290
201703,6,2144,201703,6,2155,"OKLAHOMA",40,2017,"March","Tornado","C",1,"ADAIR","TSA","06-MAR-17 21:44:00","CST-6","06-MAR-17 21:55:00",0,0,0,0,100000,0,"NWS Storm Survey",NA,"","","EF1",6.1,650,4,"BUNCH",5,"LYONS",35.6562,-94.7044,35.7233,-94.6345,11,0,100
201703,6,2151,201703,6,2155,"IOWA",19,2017,"March","Tornado","C",61,"DUBUQUE","DVN","06-MAR-17 21:51:00","CST-6","06-MAR-17 21:55:00",0,0,0,0,5000,0,"NWS Storm Survey",NA,"","","EF0",5.46,25,2,"BERNARD",4,"ZWINGLE",42.2947,-90.8262,42.3352,-90.7344,4,0,5
201703,6,2200,201703,6,2201,"MISSOURI",29,2017,"March","Tornado","C",85,"HICKORY","SGF","06-MAR-17 22:00:00","CST-6","06-MAR-17 22:01:00",0,0,0,0,5000,0,"NWS Storm Survey",NA,"","","EF1",0.75,100,0,"BUTCHER",1,"BUTCHER",37.9676,-93.5021,37.964,-93.4888,1,0,5
201703,6,2205,201703,6,2207,"IOWA",19,2017,"March","Tornado","C",139,"MUSCATINE","DVN","06-MAR-17 22:05:00","CST-6","06-MAR-17 22:07:00",3,0,0,0,100000,0,"NWS Storm Survey",NA,"","","EF2",1.78,200,1,"MUSCATINE",0,"MUSCATINE",41.4092,-91.0732,41.4245,-91.0456,2,3,100
201703,6,2213,201703,6,2217,"IOWA",19,2017,"March","Tornado","C",139,"MUSCATINE","DVN","06-MAR-17 22:13:00","CST-6","06-MAR-17 22:17:00",0,0,0,0,2000,0,"NWS Storm Survey",NA,"","","EF0",5.67,1000,1,"WILDCAT DEN STATE PK",3,"MONTPELIER",41.4528,-90.8675,41.5071,-90.7854,4,0,2
201703,6,2217,201703,6,2236,"IOWA",19,2017,"March","Tornado","C",163,"SCOTT","DVN","06-MAR-17 22:17:00","CST-6","06-MAR-17 22:36:00",0,0,0,0,50000,0,"NWS Storm Survey",NA,"","","EF2",19.58,1000,1,"BLUE GRASS",2,"SCOTT COUNTY PARK",41.5071,-90.7854,41.6932,-90.4995,19,0,50
201703,6,2218,201703,6,2223,"IOWA",19,2017,"March","Tornado","C",31,"CEDAR","DVN","06-MAR-17 22:18:00","CST-6","06-MAR-17 22:23:00",0,0,0,0,100000,0,"NWS Storm Survey",NA,"","","EF1",5.33,100,1,"BENNETT",5,"LOWDEN",41.7468,-90.99,41.7825,-90.8984,5,0,100
201703,6,2223,201703,6,2231,"IOWA",19,2017,"March","Tornado","C",45,"CLINTON","DVN","06-MAR-17 22:23:00","CST-6","06-MAR-17 22:31:00",0,0,0,0,10000,0,"NWS Storm Survey",NA,"","","EF1",11.3,100,4,"BIG ROCK",1,"CALAMUS EASTVOLD ARP",41.7825,-90.8984,41.884,-90.7262,8,0,10
201703,6,2224,201703,6,2225,"MISSOURI",29,2017,"March","Tornado","C",29,"CAMDEN","SGF","06-MAR-17 22:24:00","CST-6","06-MAR-17 22:25:00",1,0,0,0,100000,0,"NWS Storm Survey",NA,"","","EF1",2,400,1,"MACKS CREEK",1,"MACKS CREEK",37.9624,-92.994,37.9619,-92.9593,1,1,100
201703,6,2236,201703,6,2237,"MISSOURI",29,2017,"March","Tornado","C",141,"MORGAN","SGF","06-MAR-17 22:36:00","CST-6","06-MAR-17 22:37:00",0,0,0,0,100000,0,"NWS Storm Survey",NA,"","","EF0",0.33,50,4,"ROCKY MT",4,"ROCKY MT",38.2468,-92.7159,38.2461,-92.7099,1,0,100
201703,6,2255,201703,6,2302,"ARKANSAS",5,2017,"March","Tornado","C",87,"MADISON","TSA","06-MAR-17 22:55:00","CST-6","06-MAR-17 23:02:00",0,0,0,0,40000,0,"NWS Storm Survey",NA,"","","EF1",4.1,400,3,"HEALTH",0,"DELANEY",35.8268,-93.9611,35.857,-93.8982,7,0,40
201703,6,2338,201703,7,15,"ARKANSAS",5,2017,"March","Tornado","C",101,"NEWTON","LZK","06-MAR-17 23:38:00","CST-6","07-MAR-17 00:15:00",1,0,0,0,200000,0,"NWS Storm Survey",NA,"","","EF2",25.95,700,2,"MOSSVILLE",1,"MT HERSEY",35.9252,-93.388,36.023,-92.94,37,1,200
201703,6,2352,201703,6,2357,"ILLINOIS",17,2017,"March","Tornado","C",125,"MASON","ILX","06-MAR-17 23:52:00","CST-6","06-MAR-17 23:57:00",0,0,0,0,150000,0,"NWS Storm Survey",NA,"","","EF1",6.76,150,3,"EASTON",5,"FOREST CITY",40.2633,-89.8563,40.3177,-89.7497,5,0,150
201704,6,851,201704,6,901,"FLORIDA",12,2017,"April","Tornado","C",93,"OKEECHOBEE","MLB","06-APR-17 08:51:00","EST-5","06-APR-17 09:01:00",0,0,0,0,250000,0,"NWS Storm Survey",NA,"","","EF2",4.12,150,4,"FT DRUM",5,"FT DRUM",27.5739,-80.8352,27.5739,-80.768,10,0,250
201704,6,918,201704,6,920,"FLORIDA",12,2017,"April","Tornado","C",71,"LEE","TBW","06-APR-17 09:18:00","EST-5","06-APR-17 09:20:00",0,0,0,0,5000,0,"Emergency Manager",NA,"","","EF0",1.61,10,1,"SAINT JAMES CITY",1,"SAINT JAMES CITY",26.5,-82.089,26.501,-82.063,2,0,5
201704,6,930,201704,6,940,"FLORIDA",12,2017,"April","Tornado","C",71,"LEE","TBW","06-APR-17 09:30:00","EST-5","06-APR-17 09:40:00",1,0,0,0,110000,0,"Emergency Manager",NA,"","","EF0",7.43,20,1,"PUNTA RASSA",1,"FORT MYERS VILLAS",26.501,-81.998,26.5339,-81.8836,10,1,110
201704,6,1109,201704,6,1112,"VIRGINIA",51,2017,"April","Tornado","C",103,"LANCASTER","AKQ","06-APR-17 11:09:00","EST-5","06-APR-17 11:12:00",0,0,0,0,150000,0,"NWS Storm Survey",NA,"","","EF1",3.71,200,1,"IRVINGTON",2,"KILMARNOCK",37.647,-76.435,37.691,-76.396,3,0,150
201704,6,1209,201704,6,1213,"VIRGINIA",51,2017,"April","Tornado","C",550,"CHESAPEAKE (C)","AKQ","06-APR-17 12:09:00","EST-5","06-APR-17 12:13:00",0,0,0,0,100000,0,"NWS Storm Survey",NA,"","","EF0",4.4,100,1,"HICKORY",1,"HUTCHINS",36.619,-76.214,36.678,-76.184,4,0,100
201708,6,19,201708,6,25,"OKLAHOMA",40,2017,"August","Tornado","C",143,"TULSA","TSA","06-AUG-17 00:19:00","CST-6","06-AUG-17 00:25:00",30,0,0,0,50000000,0,"NWS Storm Survey",NA,"","","EF2",6.9,550,3,"TULSA",3,"TULSA YOUNG ARPT",36.1097,-95.9367,36.0907,-95.8167,6,30,50000
201708,6,27,201708,6,30,"OKLAHOMA",40,2017,"August","Tornado","C",143,"TULSA","TSA","06-AUG-17 00:27:00","CST-6","06-AUG-17 00:30:00",0,0,0,0,200000,0,"NWS Storm Survey",NA,"","","EF1",1.9,400,2,"BROKEN ARROW COTTON",3,"BROKEN ARROW",36.0919,-95.7936,36.0835,-95.7617,3,0,200
201708,6,30,201708,6,31,"OKLAHOMA",40,2017,"August","Tornado","C",145,"WAGONER","TSA","06-AUG-17 00:30:00","CST-6","06-AUG-17 00:31:00",0,0,0,0,20000,0,"NWS Storm Survey",NA,"","","EF1",1,400,3,"BROKEN ARROW",3,"BROKEN ARROW",36.0835,-95.7617,36.0786,-95.7452,1,0,20
201708,6,32,201708,6,40,"OKLAHOMA",40,2017,"August","Tornado","C",131,"ROGERS","TSA","06-AUG-17 00:32:00","CST-6","06-AUG-17 00:40:00",0,0,0,0,15000,0,"NWS Storm Survey",NA,"","","EF1",4.5,200,1,"OOLOGAH",2,"TALALA",36.4443,-95.6908,36.5075,-95.6958,8,0,15
201708,6,111,201708,6,112,"OKLAHOMA",40,2017,"August","Tornado","C",131,"ROGERS","TSA","06-AUG-17 01:11:00","CST-6","06-AUG-17 01:12:00",0,0,0,0,5000,0,"NWS Storm Survey",NA,"","","EF1",0.5,400,4,"BUSHYHEAD",4,"BUSHYHEAD",36.4496,-95.4409,36.4548,-95.4356,1,0,5
201702,7,916,201702,7,917,"TENNESSEE",47,2017,"February","Tornado","C",83,"HOUSTON","OHX","07-FEB-17 09:16:00","CST-6","07-FEB-17 09:17:00",0,0,0,0,15000,0,"NWS Storm Survey",NA,"","","EF0",0.5,50,0,"YELLOW CREEK",0,"YELLOW CREEK",36.279,-87.5748,36.2797,-87.5659,1,0,15
201702,7,1523,201702,7,1524,"ALABAMA",1,2017,"February","Tornado","C",39,"COVINGTON","MOB","07-FEB-17 15:23:00","CST-6","07-FEB-17 15:24:00",1,0,0,0,100000,0,"NWS Storm Survey",NA,"","","EF0",0.51,150,1,"ANDALUSIA",2,"ANDALUSIA",31.3141,-86.4634,31.3147,-86.4548,1,1,100
201702,7,1607,201702,7,1617,"MISSISSIPPI",28,2017,"February","Tornado","C",123,"SCOTT","JAN","07-FEB-17 16:07:00","CST-6","07-FEB-17 16:17:00",0,0,0,0,350000,0,"NWS Storm Survey",NA,"","","EF2",4.83,880,1,"HILLSBORO",4,"FOREST",32.4393,-89.5248,32.4176,-89.446,10,0,350
201702,7,1636,201702,7,1639,"GEORGIA",13,2017,"February","Tornado","C",145,"HARRIS","FFC","07-FEB-17 16:36:00","EST-5","07-FEB-17 16:39:00",0,0,0,0,150000,0,"NWS Storm Survey",NA,"","","EF1",2.31,250,2,"FORTSON",0,"REHOBETH",32.6234,-84.9057,32.6468,-84.8773,3,0,150
201702,7,1723,201702,7,1731,"MISSISSIPPI",28,2017,"February","Tornado","C",61,"JASPER","JAN","07-FEB-17 17:23:00","CST-6","07-FEB-17 17:31:00",0,0,0,0,100000,0,"NWS Storm Survey",NA,"","","EF1",3.09,50,3,"MOSS HILL",0,"MOSS HILL",32.1479,-89.1177,32.1273,-89.0708,8,0,100
201702,7,1940,201702,7,1945,"KENTUCKY",21,2017,"February","Tornado","C",221,"TRIGG","PAH","07-FEB-17 19:40:00","CST-6","07-FEB-17 19:45:00",0,0,0,0,25000,0,"NWS Storm Survey",NA,"","","EF0",1.84,50,1,"TRIGG FURNACE",1,"TRIGG FURNACE",36.8842,-87.9365,36.8772,-87.9044,5,0,25
201703,7,0,201703,7,6,"ILLINOIS",17,2017,"March","Tornado","C",179,"TAZEWELL","ILX","07-MAR-17 00:00:00","CST-6","07-MAR-17 00:06:00",0,0,0,0,175000,0,"NWS Storm Survey",NA,"","","EF1",7.38,150,3,"WINKEL",2,"HERGET",40.3459,-89.6934,40.4154,-89.5869,6,0,175
201703,7,9,201703,7,13,"ILLINOIS",17,2017,"March","Tornado","C",179,"TAZEWELL","ILX","07-MAR-17 00:09:00","CST-6","07-MAR-17 00:13:00",0,0,0,0,120000,0,"NWS Storm Survey",NA,"","","EF2",2.8,200,2,"DELAVAN",2,"BROWNWOOD",40.392,-89.5381,40.4172,-89.4965,4,0,120
201703,7,15,201703,7,27,"ARKANSAS",5,2017,"March","Tornado","C",129,"SEARCY","LZK","07-MAR-17 00:15:00","CST-6","07-MAR-17 00:27:00",0,0,0,0,200000,0,"NWS Storm Survey",NA,"","","EF2",10.69,700,5,"PINDALL",3,"PUSH",36.023,-92.94,36.0574,-92.7534,12,0,200
201703,7,237,201703,7,238,"ARKANSAS",5,2017,"March","Tornado","C",75,"LAWRENCE","MEG","07-MAR-17 02:37:00","CST-6","07-MAR-17 02:38:00",0,0,0,0,60000,0,"NWS Storm Survey",NA,"","","EF0",0.35,100,1,"BLACK ROCK",1,"BLACK ROCK",36.1184,-91.102,36.1193,-91.0957,1,0,60
201707,7,1929,201707,7,1932,"FLORIDA",12,2017,"July","Tornado","C",97,"OSCEOLA","MLB","07-JUL-17 19:29:00","EST-5","07-JUL-17 19:32:00",0,0,0,0,20000,0,"Emergency Manager",NA,"","","EF0",0.69,25,3,"KISSIMMEE",3,"KISSIMMEE",28.3171,-81.3636,28.3224,-81.354,3,0,20
201708,7,1240,201708,7,1241,"MARYLAND",24,2017,"August","Tornado","C",45,"WICOMICO","AKQ","07-AUG-17 12:40:00","EST-5","07-AUG-17 12:41:00",0,0,0,0,750000,0,"NWS Storm Survey",NA,"","","EF1",1.47,150,2,"FRUITLAND",1,"SALISBURY",38.3408,-75.6066,38.3575,-75.5899,1,0,750
201708,7,1351,201708,7,1355,"VIRGINIA",51,2017,"August","Tornado","C",103,"LANCASTER","AKQ","07-AUG-17 13:51:00","EST-5","07-AUG-17 13:55:00",0,0,0,0,15000,0,"Emergency Manager",NA,"","","EF0",2.09,50,0,"WEEMS",1,"IRVINGTON",37.6571,-76.45,37.6682,-76.4145,4,0,15
201710,7,1547,201710,7,1548,"ALABAMA",1,2017,"October","Tornado","C",97,"MOBILE","MOB","07-OCT-17 15:47:00","CST-6","07-OCT-17 15:48:00",0,0,0,0,50000,0,"NWS Storm Survey",NA,"","","EF0",0.27,25,1,"(MOB)MOBILE BATES FL",1,"(MOB)MOBILE BATES FL",30.6848,-88.2125,30.6874,-88.2159,1,0,50
201710,7,1559,201710,7,1615,"WISCONSIN",55,2017,"October","Tornado","C",25,"DANE","MKX","07-OCT-17 15:59:00","CST-6","07-OCT-17 16:15:00",0,0,0,0,250000,0,"NWS Storm Survey",NA,"","","EF0",9.7,100,1,"MAPLE BLUFF",1,"SUN PRAIRIE",43.0905,-89.3565,43.1854,-89.2148,16,0,250
201710,7,1726,201710,7,1727,"ALABAMA",1,2017,"October","Tornado","C",13,"BUTLER","MOB","07-OCT-17 17:26:00","CST-6","07-OCT-17 17:27:00",0,0,0,0,10000,0,"NWS Storm Survey",NA,"","","EF0",0.55,200,7,"SEARCY",7,"SEARCY",31.946,-86.5072,31.9528,-86.5122,1,0,10
201710,7,1734,201710,7,1735,"ALABAMA",1,2017,"October","Tornado","C",3,"BALDWIN","MOB","07-OCT-17 17:34:00","CST-6","07-OCT-17 17:35:00",0,0,0,0,5000,0,"Emergency Manager",NA,"","","EF0",0.13,25,1,"ORANGE BEACH",1,"ORANGE BEACH",30.2927,-87.5742,30.2943,-87.5755,1,0,5
201710,7,2005,201710,7,2007,"INDIANA",18,2017,"October","Tornado","C",137,"RIPLEY","ILN","07-OCT-17 20:05:00","EST-5","07-OCT-17 20:07:00",0,0,0,0,65000,0,"NWS Storm Survey",NA,"","","EF0",2.86,100,1,"SUNMAN",1,"SUNMAN",39.2261,-85.108,39.2304,-85.0802,2,0,65
201710,7,2007,201710,7,2009,"INDIANA",18,2017,"October","Tornado","C",29,"DEARBORN","ILN","07-OCT-17 20:07:00","EST-5","07-OCT-17 20:09:00",0,0,0,0,20000,0,"NWS Storm Survey",NA,"","","EF0",2.86,100,1,"SUNMAN",1,"WEISBURG",39.2304,-85.0802,39.2383,-85.057,2,0,20
201710,7,2028,201710,7,2029,"MISSISSIPPI",28,2017,"October","Tornado","C",153,"WAYNE","MOB","07-OCT-17 20:28:00","CST-6","07-OCT-17 20:29:00",0,0,0,0,25000,0,"Emergency Manager",NA,"","","EF0",0.6,200,1,"WAYNESBORO MUNI ARPT",1,"WAYNESBORO MUNI ARPT",31.6519,-88.6079,31.6542,-88.6178,1,0,25
201710,8,1508,201710,8,1530,"SOUTH CAROLINA",45,2017,"October","Tornado","C",59,"LAURENS","GSP","08-OCT-17 15:08:00","EST-5","08-OCT-17 15:30:00",0,0,0,0,20000,0,"NWS Storm Survey",NA,"","","EF1",12,100,3,"HARRIS SPGS",3,"LAURENS",34.291,-82.044,34.458,-81.986,22,0,20
201710,8,1516,201710,8,1517,"SOUTH CAROLINA",45,2017,"October","Tornado","C",21,"CHEROKEE","GSP","08-OCT-17 15:16:00","EST-5","08-OCT-17 15:17:00",0,0,0,0,20000,0,"NWS Storm Survey",NA,"","","EF1",0.07,100,3,"GRASSY POND",3,"GRASSY POND",35.16,-81.711,35.161,-81.711,1,0,20
201710,8,1536,201710,8,1548,"SOUTH CAROLINA",45,2017,"October","Tornado","C",77,"PICKENS","GSP","08-OCT-17 15:36:00","EST-5","08-OCT-17 15:48:00",0,0,0,0,250000,0,"NWS Storm Survey",NA,"","","EF2",8.42,300,1,"CATEECHEE",2,"PICKENS",34.764,-82.76,34.883,-82.728,12,0,250
201710,8,1540,201710,8,1553,"SOUTH CAROLINA",45,2017,"October","Tornado","C",59,"LAURENS","GSP","08-OCT-17 15:40:00","EST-5","08-OCT-17 15:53:00",0,0,0,0,250000,0,"NWS Storm Survey",NA,"","","EF2",7.69,200,1,"BRAND",2,"TYLERSVILLE",34.51,-81.967,34.615,-81.922,13,0,250
201710,8,1553,201710,8,1621,"SOUTH CAROLINA",45,2017,"October","Tornado","C",83,"SPARTANBURG","GSP","08-OCT-17 15:53:00","EST-5","08-OCT-17 16:21:00",0,0,0,0,50000,0,"NWS Storm Survey",NA,"","","EF1",14.59,200,3,"ENOREE",1,"GLENN SPGS",34.615,-81.919,34.816,-81.84,28,0,50
201710,8,1554,201710,8,1615,"NORTH CAROLINA",37,2017,"October","Tornado","C",45,"CLEVELAND","GSP","08-OCT-17 15:54:00","EST-5","08-OCT-17 16:15:00",0,0,0,0,20000,0,"NWS Storm Survey",NA,"","","EF0",11.27,100,2,"POLKVILLE",2,"OLIVE GROVE",35.4,-81.618,35.558,-81.568,21,0,20
201710,8,1615,201710,8,1620,"NORTH CAROLINA",37,2017,"October","Tornado","C",23,"BURKE","GSP","08-OCT-17 16:15:00","EST-5","08-OCT-17 16:20:00",0,0,0,0,1000,0,"NWS Storm Survey",NA,"","","EF0",2.19,75,1,"CAMP CREEK",1,"RAMSEY",35.559,-81.568,35.59,-81.56,5,0,1
201710,8,1634,201710,8,1644,"NORTH CAROLINA",37,2017,"October","Tornado","C",23,"BURKE","GSP","08-OCT-17 16:34:00","EST-5","08-OCT-17 16:44:00",0,0,0,0,150000,0,"NWS Storm Survey",NA,"","","EF1",2.19,250,3,"CONNELLYS SPGS",1,"RUTHERFORD COLLEGE",35.683,-81.532,35.746,-81.515,10,0,150
201710,8,1634,201710,8,1636,"SOUTH CAROLINA",45,2017,"October","Tornado","C",87,"UNION","GSP","08-OCT-17 16:34:00","EST-5","08-OCT-17 16:36:00",0,0,0,0,10000,0,"NWS Storm Survey",NA,"","","EF0",0.21,200,4,"WEST SPGS",4,"WEST SPGS",34.722,-81.745,34.725,-81.745,2,0,10
201710,8,1637,201710,8,1640,"SOUTH CAROLINA",45,2017,"October","Tornado","C",45,"GREENVILLE","GSP","08-OCT-17 16:37:00","EST-5","08-OCT-17 16:40:00",0,0,0,0,50000,0,"NWS Storm Survey",NA,"","","EF1",1.38,200,4,"GOWENSVILLE",5,"GOWENSVILLE",35.174,-82.242,35.194,-82.242,3,0,50
201710,8,1640,201710,8,1642,"NORTH CAROLINA",37,2017,"October","Tornado","C",149,"POLK","GSP","08-OCT-17 16:40:00","EST-5","08-OCT-17 16:42:00",0,0,0,0,200000,0,"NWS Storm Survey",NA,"","","EF1",0.63,200,1,"TRYON",1,"TRYON",35.207,-82.241,35.216,-82.239,2,0,200
201710,8,1651,201710,8,1655,"NORTH CAROLINA",37,2017,"October","Tornado","C",27,"CALDWELL","GSP","08-OCT-17 16:51:00","EST-5","08-OCT-17 16:55:00",0,0,0,0,10000,0,"Public",NA,"","","EF0",2.42,100,3,"BATON",2,"HUDSON",35.794,-81.499,35.828,-81.489,4,0,10
201710,8,1701,201710,8,1711,"NORTH CAROLINA",37,2017,"October","Tornado","C",27,"CALDWELL","GSP","08-OCT-17 17:01:00","EST-5","08-OCT-17 17:11:00",0,0,0,0,300000,0,"NWS Storm Survey",NA,"","","EF1",6.71,400,1,"HUDSON",3,"DRACO",35.858,-81.486,35.953,-81.461,10,0,300
201710,8,1745,201710,8,1754,"NORTH CAROLINA",37,2017,"October","Tornado","C",193,"WILKES","RNK","08-OCT-17 17:45:00","EST-5","08-OCT-17 17:54:00",0,0,0,0,100000,0,"NWS Storm Survey",NA,"","","EF1",4.37,300,3,"MAPLE SPGS",1,"SUMMIT",36.1999,-81.4368,36.2632,-81.4379,9,0,100
201710,8,1754,201710,8,1800,"NORTH CAROLINA",37,2017,"October","Tornado","C",9,"ASHE","RNK","08-OCT-17 17:54:00","EST-5","08-OCT-17 18:00:00",0,0,0,0,10000,0,"NWS Storm Survey",NA,"","","EF0",2.71,150,1,"IDLEWOOD",2,"IDLEWOOD",36.2632,-81.4379,36.3018,-81.446,6,0,10
201703,9,1825,201703,9,1844,"MISSOURI",29,2017,"March","Tornado","C",181,"RIPLEY","PAH","09-MAR-17 18:25:00","CST-6","09-MAR-17 18:44:00",0,0,0,0,30000,0,"NWS Storm Survey",NA,"","","EF2",9.64,600,5,"HILL TOP",3,"FAIRDEALING",36.717,-90.804,36.7075,-90.6304,19,0,30
201703,9,1832,201703,9,1844,"MISSOURI",29,2017,"March","Tornado","C",23,"BUTLER","PAH","09-MAR-17 18:32:00","CST-6","09-MAR-17 18:44:00",0,0,0,0,25000,0,"NWS Storm Survey",NA,"","","EF1",6.35,100,3,"HENDRICKSON",2,"HILLARD",36.8917,-90.5408,36.8406,-90.4453,12,0,25
201703,9,1842,201703,9,1843,"MISSOURI",29,2017,"March","Tornado","C",9,"BARRY","SGF","09-MAR-17 18:42:00","CST-6","09-MAR-17 18:43:00",0,0,0,0,25000,0,"NWS Storm Survey",NA,"","","EF0",0.1,100,2,"BUTTERFIELD",2,"BUTTERFIELD",36.766,-93.8717,36.7661,-93.87,1,0,25
201703,9,1850,201703,9,1851,"MISSOURI",29,2017,"March","Tornado","C",213,"TANEY","SGF","09-MAR-17 18:50:00","CST-6","09-MAR-17 18:51:00",0,0,0,0,20000,0,"NWS Storm Survey",NA,"","","EF0",0.1,75,2,"IKE",2,"IKE",36.74,-93.3,36.7398,-93.2992,1,0,20
201703,9,1903,201703,9,1907,"MISSOURI",29,2017,"March","Tornado","C",207,"STODDARD","PAH","09-MAR-17 19:03:00","CST-6","09-MAR-17 19:07:00",0,0,0,0,75000,0,"NWS Storm Survey",NA,"","","EF1",2.28,75,2,"DALE",4,"ASHERVILLE",36.8531,-90.2082,36.8424,-90.1691,4,0,75
201703,9,1906,201703,9,1907,"MISSOURI",29,2017,"March","Tornado","C",213,"TANEY","SGF","09-MAR-17 19:06:00","CST-6","09-MAR-17 19:07:00",0,0,0,0,100000,0,"NWS Storm Survey",NA,"","","EF0",1.9,100,1,"FORSYTH",1,"FORSYTH",36.687,-93.1218,36.6727,-93.0968,1,0,100
201703,9,1914,201703,9,1918,"MISSOURI",29,2017,"March","Tornado","C",23,"BUTLER","PAH","09-MAR-17 19:14:00","CST-6","09-MAR-17 19:18:00",0,0,0,0,500000,0,"NWS Storm Survey",NA,"","","EF1",2.73,200,2,"BROSELEY",2,"BROSELEY",36.6611,-90.2736,36.6612,-90.2243,4,0,500
201703,9,1928,201703,9,1948,"MISSOURI",29,2017,"March","Tornado","C",207,"STODDARD","PAH","09-MAR-17 19:28:00","CST-6","09-MAR-17 19:48:00",0,0,0,0,400000,0,"NWS Storm Survey",NA,"","","EF1",11.17,250,1,"POWE",4,"MAULSBY",36.6614,-90.0897,36.6684,-89.8883,20,0,400
201703,9,2000,201703,9,2002,"MISSOURI",29,2017,"March","Tornado","C",207,"STODDARD","PAH","09-MAR-17 20:00:00","CST-6","09-MAR-17 20:02:00",0,0,0,0,20000,0,"NWS Storm Survey",NA,"","","EF0",0.73,100,1,"LA VALLE",1,"LA VALLE",36.6715,-89.7598,36.6704,-89.7467,2,0,20
